webtoon_id,title,genre,thumbnail,summary,episodes,Created by,view,subscribe,grade,released_date,url,cover,likes,Written by,Art by,Adapted by,Original work by,Assisted by
1218,Let's Play,Romance,https://webtoon-phinf.pstatic.net/20210629_103/1624917463950NSKjw_PNG/2LetsPlay_desktop_landingpage_FG.png,"She’s young, single and about to achieve her dream of creating incredible videogames. But then life throws her a one-two punch: a popular streamer gives her first game a scathing review. Even worse she finds out that same troublesome critic is now her new neighbor!  A funny, sexy and all-too-real story about gaming, memes and social anxiety. Come for the plot, stay for the doggo.",171,Leeanne M. Krecic (Mongie),606.5M,4.6M,9.59,"Nov 6, 2017",https://www.webtoons.com/en/romance/letsplay/list?title_no=1218,https://webtoon-phinf.pstatic.net/20210629_163/1624917409508Qn4m7_JPEG/0LetsPlay_desktop_thumbnail.jpg?type=a210,37.2M,,,,,
1436,True Beauty,Romance,https://webtoon-phinf.pstatic.net/20210129_175/1611877054382r3fA4_PNG/603_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"After binge-watching beauty videos online, a shy comic book fan masters the art of makeup and sees her social standing skyrocket as she becomes her school’s prettiest pretty girl overnight. But will her elite status be short-lived? How long can she keep her real self a secret? And what about that cute boy who knows her secret?",197,Yaongyi,874M,7M,9.53,"Aug 15, 2018",https://www.webtoons.com/en/romance/truebeauty/list?title_no=1436,https://webtoon-phinf.pstatic.net/20210129_65/16118783359373m3Cw_JPEG/710_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,46.2M,,,,,
2135,The Remarried Empress,Fantasy,https://webtoon-phinf.pstatic.net/20200904_29/15991783280151tEc6_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Navier Ellie Trovi was an empress perfect in every way -- intelligent, courageous, and socially adept. She was kind to her subjects and devoted to her husband. Navier was perfectly content to live the rest of her days as the wise empress of the Eastern Empire. That is, until her husband brought home a mistress and demanded a divorce. “I accept this divorce… And I request an approval of my remarriage.” In a shocking twist, Navier remarries another emperor and retains her title and childhood dream as empress. But just how did everything unfold?",110,,231.3M,2.5M,9.87,"Sep 5, 2020",https://www.webtoons.com/en/fantasy/the-remarried-empress/list?title_no=2135,https://webtoon-phinf.pstatic.net/20200904_268/15991782626199gHlt_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,21.2M,Alphatart,Sumpul,HereLee,,
1798,Midnight Poppy Land,Romance,https://webtoon-phinf.pstatic.net/20191119_132/1574134817561IvDhN_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"After making a grisly discovery in the countryside, a small town book editor’s life gets entangled with a young Mafia lord and his intimidating bodyguard...even as every step she takes draws her deeper into the dangerous underworld of the city.",99,Lilydusk,198.8M,2.3M,9.80,"Nov 22, 2019",https://www.webtoons.com/en/romance/midnight-poppy-land/list?title_no=1798,https://webtoon-phinf.pstatic.net/20191119_163/15741347911633eUH6_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,13.5M,,,,,
3416,Reunion,Romance,https://webtoon-phinf.pstatic.net/20220311_196/1646942404127QXiWA_PNG/0Reunion_landingpage_desktop_fg.png,"After moving away for a decade, Rhea returns to the bustling city on her quest for independence. Things are looking bleak, until she bumps into a familiar face - one she didn't think she would ever see again. Feelings rekindle as secrets begin to unfold, Rhea soon realizes her childhood friend may not be who she believes him to be, and thus her most cherished relationship is put to the test.",9,stephattyy,7.1M,"629,872",9.77,"Mar 17, 2022",https://www.webtoons.com/en/romance/reunion/list?title_no=3416,https://webtoon-phinf.pstatic.net/20220311_14/1646942368946RE3Vw_JPEG/9Reunion_thumbnail_desktop.jpg?type=a210,"570,151",,,,,
2677,Teenage Mercenary,Action,https://webtoon-phinf.pstatic.net/20210430_11/1619747435760KYkpk_PNG/8TeenageMercenary_desktop_landingpage_FG.png,"At the age of eight, Ijin Yu lost his parents in a plane crash and became stranded in a foreign land, forced to become a child mercenary in order to stay alive. He returns home ten years later to be reunited with his family in Korea, where food and shelter are plenty and everything seems peaceful. But Ijin will soon learn that life as a teenager is a whole other feat of survival. With only one year of high school left, Ijin must master new tactics to maneuver his way around the schoolhouse battleground. Can he survive a year of high school? Or rather, will the school be able to survive him?",48,,40.8M,1M,9.86,"Jun 29, 2021",https://www.webtoons.com/en/action/teenage-mercenary/list?title_no=2677,https://webtoon-phinf.pstatic.net/20210430_189/1619747366300Iwsx1_JPEG/8TeenageMercenary_desktop_thumbnail.jpg?type=a210,3.7M,YC,Rakyeon,,,
2921,Sixth Sense Kiss,Romance,https://webtoon-phinf.pstatic.net/20210611_167/1623376339348B2eWm_PNG/1SixthSenseKiss_desktop_landingpage_FG.png,"Yesul Hong has a secret -- when she kisses someone, she can see flashes of their future. It’s hard to believe she’s ever met the right guy when she can’t even see herself in their destiny. She doesn’t get much use out of her ability until one day, when she accidentally kisses her evil boss, Minhu Cha, who’s got a secret of his own. To her utter shock, she sees a vision of herself… in bed with him! As if that’s not confusing enough, she shows up to work the next day to find out that her first love has been hired to work in her department. Will she be able to survive working with the man she wished had been her destiny and the man she’s destined to be with?",48,,33.1M,"772,769",9.75,"Jun 18, 2021",https://www.webtoons.com/en/romance/sixth-sense-kiss/list?title_no=2921,https://webtoon-phinf.pstatic.net/20210611_164/1623376288176HRb8t_JPEG/6SixthSenseKiss_desktop_thumbnail.jpg?type=a210,3M,,Jocobong,,Got W,
986,I Love Yoo,Drama,https://webtoon-phinf.pstatic.net/20170331_32/1490952152012EMuEj_PNG/Details_PC_cha.png,"Dogged by pain and misfortune from the very beginning, Shin-Ae decides she wants nothing to do with people nor anything to do with romance. Although content with her unsocial, boring, loveless existence, her lifestyle is challenged after she ruins an unsuspecting strangers' clothes.",186,Quimchee,552.2M,4.5M,9.76,"Jun 30, 2017",https://www.webtoons.com/en/drama/i-love-yoo/list?title_no=986,https://webtoon-phinf.pstatic.net/20170331_74/1490952135447r5fc5_JPEG/thumb_ipad.jpg?type=a210,32.2M,,,,,
1364,Age Matters,Romance,https://webtoon-phinf.pstatic.net/20200701_79/15935550046594rbGS_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"She’s a hopeless romantic who’s turning 30 – and is not super happy about it. He’s a reclusive billionaire who’s hired her to be his assistant – and he’s not too happy about that either. Together they rewrite the rules of friendship, love, work and the BEST way to clean someone’s apartment.",156,Enjelicious,374.9M,3.6M,9.79,"Apr 21, 2018",https://www.webtoons.com/en/romance/age-matters/list?title_no=1364,https://webtoon-phinf.pstatic.net/20210329_171/1617015997512rDo2D_JPEG/5Age-Matters.jpg?type=a210,27.4M,,,,,
2684,Get Schooled,Drama,https://webtoon-phinf.pstatic.net/20210504_155/1620085488667b1QLV_PNG/5GetSchooled_desktop_landingpage_FG.png,"Hwajin Na’s teaching techniques are pretty violent for someone who works in the Ministry of Education. That being said, when punishments don't seem to work on even the worst of school bullies, there is no better man for the job. Sometimes you can’t get a good education until those bullies are taught a lesson.",53,,28.7M,"777,241",9.80,"May 15, 2021",https://www.webtoons.com/en/drama/get-schooled/list?title_no=2684,https://webtoon-phinf.pstatic.net/20210504_152/16200853872927nrBD_JPEG/1GetSchooled_desktop_thumbnail.jpg?type=a210,3.1M,Yongtaek Chae,GARAM HAN,,,
3272,Fictional Skin,Drama,https://webtoon-phinf.pstatic.net/20220429_47/1651184239895JA9FE_PNG/7FictionalSkin_landingpage_desktop_fg.png,"Finn just wants to draw his comics in peace. Not everybody needs to know he’s a closeted nerd. But when his cousin, Vivi, claims that a video game character look-alike walked into her classroom, Finn's comics and personal life begin to take a strange turn.",3,Kris Nguyen,"942,287","101,913",9.83,"May 1, 2022",https://www.webtoons.com/en/drama/fictional-skin/list?title_no=3272,https://webtoon-phinf.pstatic.net/20220429_232/1651184160781fBsIW_JPEG/2FictionalSkin_thumbnail_desktop.jpg?type=a210,"73,586",,,,,
3484,Perfect Marriage Revenge,Romance,https://webtoon-phinf.pstatic.net/20211019_66/16345816516567YmNE_PNG/4PerfectMarriageRevenge_desktop_landingpage_FG.png,"Iju Han isn’t sure where her life went wrong. Once the heiress to a wealthy business magnate, she’s now an ordinary housewife whose main concerns are her nagging in-laws and household chores. Things take a much more tragic turn, however, when she finds her husband confessing his love to her stepsister. Devastated, she runs away, only to be hit by a car and killed. But when she opens her eyes, she finds that she’s awakened a year ago in the past, before her life went awry. Given a second chance at life, Iju vows revenge, determined to take back all that she’s lost.",31,,17.4M,"626,282",9.64,"Oct 16, 2021",https://www.webtoons.com/en/romance/perfect-marriage-revenge/list?title_no=3484,https://webtoon-phinf.pstatic.net/20211012_36/1633978251222Fa3sz_JPEG/9PerfectMarriageRevenge_desktop_thumbnail.jpg?type=a210,1.8M,,Jerryball,so young,Yibambe,
1513,Acception,Drama,https://webtoon-phinf.pstatic.net/20200122_77/1579637580894XNbo3_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"With his rainbow-colored hair and love of all things fashion, Arcus is anything BUT your average teenager.  He’s an upbeat independent thinker, proud fashionista, and like the rest of us, is just looking for a few friends to call his own.  
Acception may be Arcus’ story – but it’s all OUR stories too - and it is for anyone who’s ever struggled to fit in, find love, or thought that High School was pretty much the worst thing ever invented.",200,Colourbee,138M,"826,404",9.02,"Jan 14, 2019",https://www.webtoons.com/en/drama/acception/list?title_no=1513,https://webtoon-phinf.pstatic.net/20190110_104/1547089368083mQppj_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,12.2M,,,,,
1536,Edith,Romance,https://webtoon-phinf.pstatic.net/20200720_238/1595199428369yPs6w_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Edith is not your typical heroine. She struggles with her confidence, her morals, and life in general by not only holding herself to high standards, but her men as well. Enter two less-than-perfect men: one who may be the Prince Charming she’s been waiting for to deliver a fairy tale ending, the other a brash reality check who does NOT believe in happily-ever-after.  What will Edith do? Will she sacrifice her standards? Or keep searching for that mythical white knight who may or may not exist in the first place? Funny, messy and sexy, Edith’s journey is relatable to anyone who’s ever left their heart on the battlefield of the dating world.",110,Swansgarden,109.2M,1.3M,9.69,"Feb 10, 2019",https://www.webtoons.com/en/romance/edith/list?title_no=1536,https://webtoon-phinf.pstatic.net/20210329_275/1616995164443TN3pH_JPEG/5Edith_ipad.jpg?type=a210,9.9M,,,,,
3591,Wished You Were Dead,Drama,https://webtoon-phinf.pstatic.net/20211111_100/1636569520221S9l1R_PNG/8WishedYouWereDead_desktop_landingpage_FG.png,"King Karloi of Croisen finds himself at odds with his position in life. His wife’s father, Duke Deluah, is angling for the throne, and as an outsider to the family, Karloi fears for his position. His frustrations have affected his marriage, though he finds himself questioning his cold approach to his wife, Evonne. He may no longer recognize her, but Evonne saved his life long ago, and was his first love. This is but one of many secrets Evonne bears the weight of, having fallen victim to a curse that prevents her from telling any secrets...",27,,10.9M,"537,851",9.11,"Nov 12, 2021",https://www.webtoons.com/en/drama/wished-you-were-dead/list?title_no=3591,https://webtoon-phinf.pstatic.net/20211111_138/1636569472109QdlL8_JPEG/5WishedYouWereDead_desktop_thumbnail.jpg?type=a210,1.2M,,ARAN,KIMAE,JINSEO,
3691,The RUNWAY,Romance,https://webtoon-phinf.pstatic.net/20211210_16/16391204468669i8Jw_PNG/3TheRunway_landingpage_desktop_fg.png,"My one-night stand from Paris is my new boss?! 
Jian, an editor of the fashion magazine The Runway, impulsively leaves to Paris after finding out about her ex-fiance’s affair. She meets a mysterious, handsome, and somewhat cynical guy who helped her from pickpockets in Paris, and ends up having a one-night stand with him.
3 months later, she meets him again-at her office, as an elite new chief editor from France!",23,,10.5M,"487,910",9.43,"Dec 15, 2021",https://www.webtoons.com/en/romance/the-runway/list?title_no=3691,https://webtoon-phinf.pstatic.net/20211210_188/16391201236590Lxq7_JPEG/9TheRunway_thumbnail_desktop.jpg?type=a210,"873,929",,Nokdu,Domi,Hirachell,
3993,My Reason to Die,Romance,https://webtoon-phinf.pstatic.net/20220428_168/1651120100943hPIwE_PNG/3My+Reason+to+Die_Launch__landingpage_desktop_fg.png,"Ji-o’s luck runs out when she gets injured before the tryouts for the national taekwondo team. In the middle of facing what seems to be the biggest crisis of her life, she meets Gyeol, a mysterious boy who changes her life forever. He’s the definition of a bad boy with a good heart, and she finds herself unable to resist his charms. However, she might be playing with fire as he’s someone who’s involved with the wrong crowd. Is falling for Gyeol worth the risk?",3,YUJU,"796,463","129,205",9.64,"May 2, 2022",https://www.webtoons.com/en/romance/my-reason-to-die/list?title_no=3993,https://webtoon-phinf.pstatic.net/20220428_42/16511200227778l0Cw_JPEG/0My+Reason+to+Die_Launch__thumbnail_desktop.jpg?type=a210,"65,470",,,,,
1621,Purple Hyacinth,Mystery,https://webtoon-phinf.pstatic.net/20190518_85/1558126674336yqJAM_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Her ability to detect lies has made her an outstanding officer of the law – despite being haunted by her inability to save the ones she loved from a gruesome fate many years ago. Now, she uses her powerful gift to defend the defenseless at any cost – even if it means teaming up with a deadly assassin to fight evil in a world gone mad.",121,,93.8M,1.5M,9.91,"May 20, 2019",https://www.webtoons.com/en/mystery/purple-hyacinth/list?title_no=1621,https://webtoon-phinf.pstatic.net/20220222_112/1645494569015kqcKJ_JPEG/2PurpleHyacinth_thumbnail_desktop.jpg?type=a210,11.4M,Ephemerys,Sophism,,,
3438,Double-Binded By Love,Romance,https://webtoon-phinf.pstatic.net/20220406_69/1649181445954YmoP4_PNG/7DoubleBindedByLove_landingpage_desktop_fg.png,"When two lovers are bound by the red thread of fate, they are destined to be together forever. But what happens when the thread binds three people together? Hyena Kim and Huiyeong Lee are two souls who have reincarnated countless times throughout history, falling in love only to be torn apart by tragedy in each life. That is, until one day, Huiyeong’s soul is split into two by a servant of Grandma Samsin, the deity of lovers. With the red thread of fate tying Hyena to both halves of Huiyeong, who will she choose for her chance at everlasting love?",5,,1.7M,"138,815",8.21,"Apr 8, 2022",https://www.webtoons.com/en/romance/double-binded-by-love/list?title_no=3438,https://webtoon-phinf.pstatic.net/20220406_244/1649181426733blhTG_JPEG/2DoubleBindedByLove_thumbnail_desktop.jpg?type=a210,"122,177",Fortune King,Esam,,,
1524,The Four of Them,Drama,https://webtoon-phinf.pstatic.net/20211026_275/1635205341873zNxyi_PNG/3thefourofthem_desktop_landingpage_FG.png,"Getting crushed by your crush. Coming out to your parents. Learning that your sister is your biggest dating rival.  High school sure does have its share of twists, turns and moments of high drama. To get through it all with your smile and sanity intact, you’re going to need some friends. Really good friends.  Friends like Johnny, Mariel, Gaby and Martina who, one way or another, will find a way to get through their teenage years together.",129,Mai Hirschfeld_,84.2M,1.1M,9.58,"Jan 27, 2019",https://www.webtoons.com/en/drama/the-four-of-them/list?title_no=1524,https://webtoon-phinf.pstatic.net/20210329_195/1616995074675pFS1E_JPEG/1The-Four-of-Them_ipad.jpg?type=a210,7.4M,,,,,
2009,Your Throne,Fantasy,https://webtoon-phinf.pstatic.net/20200513_126/1589334387159EJK4C_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Tensions are brewing under the seemingly calm surface of the Vasilios Empire, a kingdom ruled by the Imperial Family and the Temple. Lady Medea Solon has lost her place next to Crown Prince Eros, but resolves to do whatever it will take to win back what's rightfully hers. Will she reclaim her throne?",118,SAM,106.2M,1.5M,9.81,"May 15, 2020",https://www.webtoons.com/en/fantasy/your-throne/list?title_no=2009,https://webtoon-phinf.pstatic.net/20200513_90/1589332188875qrVlg_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,11.5M,,,,,
2767,She's Hopeless,Drama,https://webtoon-phinf.pstatic.net/20210509_225/1620542188652CNoUB_PNG/1ShesHopeless_desktop_landingpage_fg.png,"Though she comes from a rich family, Gabin is a bullied loner at school. That doesn't mean she puts up with bullying from other students, though -- Gabin is infamous for her fierce personality. Worried about Gabin's well-being, her family secretly offers Tae-ung $500,000 to transfer schools and act as her bodyguard. Will Tae-ung be able to protect her from the school bullies, all while keeping his identity hidden from Gabin and the other students?",53,Seokwoo,31.1M,"848,944",9.58,"May 14, 2021",https://www.webtoons.com/en/drama/shes-hopeless/list?title_no=2767,https://webtoon-phinf.pstatic.net/20210509_50/1620542135764R90k7_JPEG/0ShesHopeless_desktop_thumbnail.jpg?type=a210,3.4M,,,,,
3790,Secretary Out-of-Order,Romance,https://webtoon-phinf.pstatic.net/20220107_189/1641511217705asv5G_PNG/5Secretary+Out-of-Order_Launch_desktop_landingpage_FG.png,"Yu-eun Gam, a very capable secretary, works at IREN under the relentless CEO, Dohyeok Chae. After getting fed up with Dohyeok’s ruthless workload and cruel behavior, she buys a lottery ticket out of impulse and wins. Full of hope for her future, she hands in a letter of resignation only to be rejected.",19,,9M,"415,837",9.06,"Jan 10, 2022",https://www.webtoons.com/en/romance/secretary-out-of-order/list?title_no=3790,https://webtoon-phinf.pstatic.net/20220107_213/1641511140126Vsa1s_JPEG/2Secretary+Out-of-Order_Launch_desktop_thumbnail.jpg?type=a210,"828,119",,QuornQuorn,,Parand,
1102,Boyfriend of the Dead,Comedy,https://webtoon-phinf.pstatic.net/20200512_40/1589235929030VlION_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"She’s a smart, independent young woman who’s kicking ass and struggling to make her way through the middle of the zombie apocalypse. Just her luck: one day she goes out searching for food and shelter and ends up finding a boyfriend instead. And, oh yeah, because modern love isn’t hard enough…he’s UNDEAD!",361,Ushio,407.9M,2M,9.74,"Jul 14, 2017",https://www.webtoons.com/en/comedy/boyfriend-of-the-dead/list?title_no=1102,https://webtoon-phinf.pstatic.net/20210329_175/1617016573790c8t46_JPEG/0Boyfriend-of-the-Dead_ipad.jpg?type=a210,28.3M,,,,,
3363,Archie Comics:Big Ethel Energy,Drama,https://webtoon-phinf.pstatic.net/20210910_216/16312161621388B1Qh_PNG/7ArchieComics_desktop_landingpage_fg.png,"She used to be the laughing stock of Riverdale. Now she’s a successful New York journalist with a DGAF attitude.

After graduating from Riverdale High, Ethel couldn’t get away from her hometown--and onto her chosen career path--fast enough. When the Mayor of Riverdale pays her handsomely to write a history of the city, she can’t wait to return to take down Archie, Jughead, Betty, Veronica, and all the other Riverdale natives who made her life hell all those years ago. The only thing she forgets to consider is... maybe they’ve all changed, too.",35,,16.3M,"374,158",8.68,"Sep 21, 2021",https://www.webtoons.com/en/drama/archie-comics-big-ethel-energy/list?title_no=3363,https://webtoon-phinf.pstatic.net/20210910_59/1631215998402m4AJH_JPEG/4ArchieComics_desktop_thumbnail.jpg?type=a210,1.5M,Keryl Brown Ahmed,Siobhan,,Archie Comics,
3689,Bitten Contract,Romance,https://webtoon-phinf.pstatic.net/20211210_25/1639086927091F4Vto_PNG/3BittenContract_landingpage_desktop_fg.png,"Who needs medicine when a vampire's bite can instantly make you feel better? Chae-i visibly suffers from a chronic headache, which has earned her a terrible reputation as an actress. When she happens to get a taste of relief after getting bitten by the top star, Ijun -- who turns out to be a vampire -- she asks him to continue biting her, but Ijun offers a contractual relationship instead. What is his motive? Will Chae-i find relief?",22,sungeun,7.1M,"391,881",9.65,"Dec 16, 2021",https://www.webtoons.com/en/romance/bitten-contract/list?title_no=3689,https://webtoon-phinf.pstatic.net/20211210_265/1639086751420u9kov_JPEG/3BittenContract_thumbnail_desktop.jpg?type=a210,"745,089",,,,,
1726,Weak Hero,Action,https://webtoon-phinf.pstatic.net/20210331_86/1617152466882fq1ok_PNG/2WeakHero_desktop_landingpage_FG.png,"Once the bullies target you, it’s game over. The school is run by tyrants whose favorite hobby is tormenting the weakest kids in class. But then Gray arrived. This mysterious new student threatens to dismantle the established order. He may be small in stature, but his calculative and brutal fighting leaves unsuspecting opponents lying on the floor begging for mercy. Now the school's toughest bullies have to scramble to take down this new and unusual hero.",186,,161.2M,1.2M,9.84,"Sep 9, 2019",https://www.webtoons.com/en/action/weakhero/list?title_no=1726,https://webtoon-phinf.pstatic.net/20210331_280/1617152424173qm5zF_JPEG/4WeakHero_desktop_thumbnail.jpg?type=a210,12.1M,SEOPASS,RAZEN,,,
4094,A Whirlwind Campus Affair,Drama,https://webtoon-phinf.pstatic.net/20220331_119/16486646121131XbsL_PNG/1AWhirlwindCampusAffair_landingpage_desktop_fg.png,"Rumor has it that Baram Oh had an affair with her married art school professor. It’s been four years since that debacle, and now she’s back at campus to try and enjoy her college life. But she’s not the only thing who’s returned: there’s rumors of a water ghost roaming the halls, and it just might be following her around.",6,Uiyoung,1.3M,"170,627",9.51,"Apr 8, 2022",https://www.webtoons.com/en/drama/a-whirlwind-campus-affair/list?title_no=4094,https://webtoon-phinf.pstatic.net/20220331_149/1648664637879Pfdn2_JPEG/7AWhirlwindCampusAffair_thumbnail_desktop.jpg?type=a210,"132,246",,,,,
2224,Love Me Knot,Romance,https://webtoon-phinf.pstatic.net/20200916_35/1600221507406LGhIr_PNG/103_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0-V2.png,"You'd think that being able to see the Red String of Fate would make finding your soulmate a lot easier. But for Avery, the blossoming romance​ around her only emphasizes her own string... with no one attached to the other end. Is Avery destined to live a loveless life, or can she tailor her own romance?",83,Sophia,41.9M,"906,246",9.34,"Sep 15, 2020",https://www.webtoons.com/en/romance/love-me-knot/list?title_no=2224,https://webtoon-phinf.pstatic.net/20200916_275/1600222100787WBouK_JPEG/810_EC8DB8EB84A4EC9DBC_ipad-V2.jpg?type=a210,5.4M,,,,,
1049,Lookism,Drama,https://webtoon-phinf.pstatic.net/20220129_75/16433961854625nsxw_PNG/8Lookism_desktop_landingpage_FG.png,"Daniel is an unattractive loner who wakes up in a different body. Now tall, handsome, and cooler than ever in his new form, Daniel aims to achieve everything he couldn't before. How far will he go to keep his body... and his secrets?",385,Taejun Pak,550.5M,2.5M,9.78,"Jun 4, 2017",https://www.webtoons.com/en/drama/lookism/list?title_no=1049,https://webtoon-phinf.pstatic.net/20220129_42/1643396228640TNE1a_JPEG/6Lookism_desktop_thumbnail.jpg?type=a210,38.8M,,,,,
3964,Another Love,Romance,https://webtoon-phinf.pstatic.net/20220309_164/1646790149963r4s4k_PNG/1AnotherLove_desktop_landingpage_FG.png,"When architect Jae embarks on a solo vacation to Spain, it may seem that she’s running from her past, away from her abusive ex-boyfriend who sought to control her life. For Jae, however, the trip represents a new chapter as she learns to stand on her own again. Her vacation takes an interesting turn when she’s mistakenly assigned to the same hotel room as Joff, a handsome and successful businessman who is intrigued by Jae’s kind and independent nature. Meanwhile, a sinister figure from Jae’s past begins to haunt her once again…",11,,3.4M,"264,439",9.69,"Mar 11, 2022",https://www.webtoons.com/en/romance/another-love/list?title_no=3964,https://webtoon-phinf.pstatic.net/20220309_52/1646790099497krsGV_JPEG/3AnotherLove_desktop_thumbnail.jpg?type=a210,"302,890",I SOON KI,DDOGAK,,sparkler,
4079,The Fox Club,Romance,https://webtoon-phinf.pstatic.net/20220323_198/1647989393684Ngurr_PNG/0TheFoxClub_landingpage_desktop_fg.png,"Meet Sangmok High’s Fox Club, home to the prettiest, wealthiest, and most popular girls in school. To ordinary Onyu Park, whose most extraordinary trait is being best friends with the gorgeous Chaeri Shin, the Foxes exist in a whole other world – or so she thinks – until she and Chaeri are suddenly thrown into the Fox Club headfirst! As if adjusting to high school wasn’t hard enough, the girls find themselves surrounded by prying eyes, rumors, catty schemes, and budding romance. Will Onyu and Chaeri’s friendship survive all of the drama and secrets? Who are the Foxes, really? And does Onyu have what it takes to become one of them?",7,HJ. Hwang,1.4M,"118,943",9.08,"Apr 5, 2022",https://www.webtoons.com/en/romance/the-fox-club/list?title_no=4079,https://webtoon-phinf.pstatic.net/20220323_46/1647989359698prGpU_JPEG/4TheFoxClub_thumbnail_desktop.jpg?type=a210,"127,279",,,,,
3164,From a Knight to a Lady,Fantasy,https://webtoon-phinf.pstatic.net/20210729_139/16275196866467U4W3_PNG/0FromKnighttoLady_desktop_landingpage_FG.png,"Estelle meets her untimely death as a valiant knight of the Kingdom of Ersha. But death is not the end for Estelle -- three years after her demise, she finds herself reincarnated in the body of Lucifela Aydin, the spoiled and cold-hearted daughter of a count in the Empire of Jansgar. To her dismay, she finds that her country fell to Jansgar years ago, and that she is now betrothed to Zedekiah Heint, the son of a duke and her adversary in her previous life. Can Estelle discover the truth behind her death while attempting to navigate her new life as Lucifela?",40,Ink.,11.9M,"441,009",9.73,"Aug 14, 2021",https://www.webtoons.com/en/fantasy/from-a-knight-to-a-lady/list?title_no=3164,https://webtoon-phinf.pstatic.net/20210818_71/1629228960443svu5k_JPEG/4FromKnighttoLady_desktop_thumbnail.jpg?type=a210,1.6M,,,,Hyerim Sung,
2534,Shotgun Boy,Thriller,https://webtoon-phinf.pstatic.net/20210311_16/1615432429989Xhfzw_PNG/4ShotgunBoy_desktop_landingpage_FG.png,"While running for his life in the woods, bullying victim Gyuhwan stumbles upon a shotgun and just enough shells for his classmates. It’s a recipe for disaster. But fate takes an unexpected turn when he returns to find his classmates under attack by brain-eating creatures. Now, the only thing that stands in the way of their ravenous feast is a boy with a shotgun.",62,Carnby Kim,32.5M,"834,795",9.82,"Mar 17, 2021",https://www.webtoons.com/en/thriller/shotgun-boy/list?title_no=2534,https://webtoon-phinf.pstatic.net/20210311_248/1615432356024QH7V8_JPEG/9ShotgunBoy_desktop_thumbnail.jpg?type=a210,3.5M,,Hongpil,,,
3479,Housekeeper,Sci-fi,https://webtoon-phinf.pstatic.net/20220429_32/1651193054769ssxDU_PNG/4HouseKeeper_landingpage_desktop_fg.png,"AI robots rebel against humans for humans.The worst virus in history started to spread throughout the whole world of where there was a revolution of AI and Navil, Hasty's master, was zombified. The World Unity Government gave up treating the infected patients and started to exterminate the zombies to prevent the spread of the virus. Even in this worst situation of which humans gave up on humans, Hasty couldn't give up on her master Navil. The AI robots are now going to desperately fight to protect their zombified masters.",3,,"462,099","78,745",9.73,"May 3, 2022",https://www.webtoons.com/en/sf/housekeeper/list?title_no=3479,https://webtoon-phinf.pstatic.net/20220429_300/1651192965412DXpvy_JPEG/1HouseKeeper_thumbnail_desktop.jpg?type=a210,"40,078",Yongtaek Chae,Yuhyun,,,
1420,Odd Girl Out,Drama,https://webtoon-phinf.pstatic.net/20180712_2/1531333202238UdtcT_PNG/03_EC9E91ED9288EC8381EC84B8_PC_ECBA90EBA6ADED84B0.png,"Now a major (K-Drama) adaptation, ""The World of My 17"".
After a successful winter break makeover, Nari is finally ready for her high school debut. But somehow, she ends up friends with the three prettiest girls in school! Follow Nari as she tries to navigate her brand new high school life surrounded by beauties.",308,Morangji,157.2M,"873,111",9.84,"Jul 12, 2018",https://www.webtoons.com/en/drama/odd-girl-out/list?title_no=1420,https://webtoon-phinf.pstatic.net/20180712_38/1531333119082GcnSx_JPEG/10_EC8DB8EB84A4EC9DBC_ipad.jpg?type=a210,18.2M,,,,,
